userId,movieId,rating,timestamp,title,age,gender,occupation,zip
641,12,5,2024-11-21 08:08:19,Movie 12,23,F,Doctor,93992
217,7,2,2024-09-27 17:24:42,Movie 7,29,F,Artist,44336
61,55,5,2024-09-17 07:40:59,Movie 55,43,M,Artist,97303
939,62,3,2024-07-12 12:55:47,Movie 62,18,M,Artist,13681
616,90,3,2024-03-21 20:46:48,Movie 90,54,M,Teacher,95893
42,73,2,2024-08-02 15:44:09,Movie 73,27,M,Teacher,99490
25,98,3,2024-01-07 22:44:56,Movie 98,36,F,Other,36125
39,77,4,2024-07-03 11:52:54,Movie 77,19,M,Teacher,87358
803,55,4,2024-12-08 21:16:13,Movie 55,39,F,Student,19906
131,36,4,2024-01-10 09:57:02,Movie 36,44,F,Teacher,88218
498,89,3,2024-11-17 06:39:53,Movie 89,48,F,Artist,32518
229,24,4,2024-02-07 05:02:22,Movie 24,19,F,Teacher,85646
108,44,5,2024-04-22 15:52:19,Movie 44,44,F,Doctor,12536
172,17,1,2024-10-29 14:27:03,Movie 17,26,M,Artist,55832
435,2,2,2024-08-31 20:09:45,Movie 2,40,F,Other,51284
478,13,5,2024-10-17 08:17:22,Movie 13,59,M,Student,26775
102,31,4,2024-02-21 12:14:10,Movie 31,46,M,Student,92142
866,93,1,2024-12-17 12:43:23,Movie 93,36,M,Other,99871
524,28,2,2024-08-18 18:35:02,Movie 28,21,F,Teacher,69222
275,60,5,2024-07-13 02:07:56,Movie 60,56,M,Other,49819
613,27,2,2024-02-16 13:12:26,Movie 27,26,M,Artist,81500
44,15,3,2024-06-27 08:00:43,Movie 15,65,M,Artist,36046
955,95,4,2024-07-03 07:36:08,Movie 95,48,F,Student,71494
817,79,5,2024-05-09 23:00:12,Movie 79,69,M,Doctor,27474
957,33,5,2024-05-08 04:57:30,Movie 33,46,F,Doctor,48719
17,20,1,2024-07-25 21:27:59,Movie 20,42,M,Teacher,66896
330,42,1,2024-03-28 23:48:35,Movie 42,28,F,Other,89959
569,12,1,2024-12-07 02:10:11,Movie 12,52,M,Student,99330
823,73,2,2024-02-28 05:34:24,Movie 73,69,F,Doctor,12690
497,23,4,2024-03-11 18:52:31,Movie 23,50,F,Engineer,15944
815,72,2,2024-09-24 22:54:56,Movie 72,37,M,Other,49299
12,96,4,2024-09-21 18:23:08,Movie 96,45,F,Other,13779
318,14,5,2024-09-16 03:05:33,Movie 14,64,M,Doctor,18986
592,91,2,2024-11-30 08:50:10,Movie 91,30,F,Student,83311
216,25,2,2024-05-01 14:43:23,Movie 25,54,M,Other,88110
339,77,2,2024-09-12 13:25:48,Movie 77,59,M,Student,69247
776,85,3,2024-08-30 15:41:42,Movie 85,24,M,Engineer,96880
991,31,4,2024-08-10 13:08:12,Movie 31,27,F,Engineer,93899
661,54,4,2024-01-02 15:16:46,Movie 54,21,F,Engineer,65679
81,5,2,2024-09-25 03:25:28,Movie 5,51,M,Engineer,86435
727,13,3,2024-03-24 02:21:23,Movie 13,40,F,Other,13338
485,28,2,2024-11-24 09:48:49,Movie 28,37,F,Engineer,37033
374,43,4,2024-02-15 12:29:09,Movie 43,42,F,Artist,46112
976,89,5,2024-11-21 00:55:49,Movie 89,42,F,Artist,16369
710,99,3,2024-09-17 22:28:56,Movie 99,35,M,Engineer,83805
200,47,3,2024-11-26 22:38:22,Movie 47,40,M,Other,96062
537,71,2,2024-06-14 11:01:11,Movie 71,63,M,Other,34860
466,38,5,2024-07-07 11:35:08,Movie 38,36,M,Teacher,90650
89,96,4,2024-11-17 10:12:29,Movie 96,31,F,Student,70962
268,67,1,2024-10-24 08:22:52,Movie 67,57,F,Student,52384
655,62,4,2024-05-25 15:20:02,Movie 62,58,F,Student,68475
571,39,4,2024-01-10 14:14:09,Movie 39,53,M,Other,81899
922,37,5,2024-06-25 21:37:12,Movie 37,44,F,Teacher,86682
489,86,3,2024-09-04 08:16:46,Movie 86,25,F,Engineer,49210
877,8,4,2024-07-13 13:36:53,Movie 8,60,M,Engineer,66707
538,81,3,2024-12-07 00:50:39,Movie 81,35,M,Doctor,91439
47,52,5,2024-08-15 17:49:46,Movie 52,42,M,Other,31526
288,91,5,2024-04-21 22:48:23,Movie 91,49,F,Artist,90819
778,33,2,2024-02-25 22:42:34,Movie 33,45,M,Doctor,84441
16,81,1,2024-03-13 10:23:05,Movie 81,43,F,Teacher,17317
711,42,5,2024-10-13 23:07:04,Movie 42,61,F,Other,86626
401,76,5,2024-12-27 20:39:12,Movie 76,40,F,Student,43077
919,27,3,2024-01-01 21:48:28,Movie 27,64,F,Engineer,43310
794,8,5,2024-02-19 07:46:40,Movie 8,57,M,Other,34985
981,23,4,2024-12-01 09:29:46,Movie 23,30,F,Other,33683
86,64,2,2024-07-27 17:36:06,Movie 64,40,F,Engineer,31690
250,93,2,2024-09-08 02:36:54,Movie 93,60,M,Artist,84398
391,20,4,2024-03-11 21:31:13,Movie 20,52,M,Doctor,30771
782,16,5,2024-09-19 23:59:14,Movie 16,20,M,Engineer,48278
335,17,1,2024-11-01 19:18:43,Movie 17,66,M,Artist,43006
629,80,5,2024-05-16 16:53:05,Movie 80,50,M,Teacher,59596
519,19,2,2024-04-02 23:02:01,Movie 19,52,M,Engineer,86216
137,8,1,2024-04-27 12:04:40,Movie 8,60,F,Other,21104
883,38,3,2024-01-10 05:23:59,Movie 38,19,M,Artist,11109
688,38,3,2024-12-01 21:04:28,Movie 38,46,M,Artist,97803
840,53,5,2024-09-03 02:34:30,Movie 53,39,F,Other,50884
498,93,5,2024-10-22 05:08:42,Movie 93,48,F,Artist,32518
827,100,1,2024-06-15 05:30:00,Movie 100,27,M,Teacher,77963
727,90,1,2024-05-11 19:26:28,Movie 90,40,F,Other,13338
477,31,5,2024-04-17 22:43:26,Movie 31,21,M,Student,80274
594,44,2,2024-08-26 10:05:41,Movie 44,41,F,Doctor,24133
223,60,3,2024-11-13 21:33:35,Movie 60,20,F,Artist,73399
990,76,1,2024-04-04 12:43:47,Movie 76,28,M,Artist,31735
372,17,2,2024-09-23 18:39:44,Movie 17,54,M,Engineer,82659
935,79,5,2024-06-03 01:03:12,Movie 79,27,M,Student,37424
995,73,4,2024-11-17 22:13:40,Movie 73,69,M,Teacher,63387
402,39,1,2024-06-02 15:27:11,Movie 39,31,M,Engineer,95334
443,42,4,2024-03-09 12:21:45,Movie 42,26,M,Artist,21932
490,48,2,2024-04-01 12:14:00,Movie 48,39,F,Engineer,66806
615,12,3,2024-05-05 08:30:57,Movie 12,53,F,Other,82008
273,96,2,2024-04-25 02:03:22,Movie 96,68,M,Teacher,78005
526,89,3,2024-01-19 07:44:14,Movie 89,36,M,Other,28916
159,18,2,2024-11-12 06:39:30,Movie 18,39,M,Doctor,21641
152,79,1,2024-07-10 05:00:07,Movie 79,57,F,Doctor,60420
995,96,1,2024-02-14 15:02:07,Movie 96,69,M,Teacher,63387
620,6,4,2024-04-24 14:36:36,Movie 6,69,F,Student,53316
188,43,2,2024-10-01 21:10:10,Movie 43,28,F,Artist,77775
813,35,2,2024-02-08 20:45:41,Movie 35,52,F,Student,15220
98,98,4,2024-03-18 14:00:31,Movie 98,51,F,Engineer,96000
131,54,5,2024-05-24 14:36:21,Movie 54,44,F,Teacher,88218
805,62,2,2024-09-02 23:57:01,Movie 62,62,F,Teacher,93117
171,69,2,2024-02-16 16:20:52,Movie 69,65,F,Student,52089
936,82,2,2024-08-27 14:07:32,Movie 82,47,M,Student,32707
986,16,5,2024-09-29 01:21:09,Movie 16,34,M,Engineer,91065
183,8,1,2024-02-03 03:19:45,Movie 8,31,M,Student,31205
983,89,4,2024-11-14 02:35:01,Movie 89,42,F,Other,99791
364,96,5,2024-11-29 06:57:21,Movie 96,36,M,Teacher,55048
39,90,3,2024-11-21 18:28:02,Movie 90,19,M,Teacher,87358
527,86,3,2024-11-22 23:58:57,Movie 86,54,F,Engineer,48105
888,31,5,2024-05-07 16:03:43,Movie 31,23,F,Engineer,51972
497,10,5,2024-09-26 22:30:19,Movie 10,50,F,Engineer,15944
516,56,1,2024-06-05 01:09:20,Movie 56,38,F,Doctor,78893
349,76,3,2024-06-18 23:04:40,Movie 76,47,M,Teacher,69459
982,92,4,2024-08-20 20:35:24,Movie 92,64,M,Engineer,35692
921,70,2,2024-02-26 12:30:27,Movie 70,46,M,Other,23390
397,20,2,2024-03-29 08:55:00,Movie 20,21,F,Engineer,27331
722,5,1,2024-12-11 09:54:01,Movie 5,36,F,Other,24628
161,23,1,2024-10-01 14:43:42,Movie 23,69,M,Teacher,54326
16,9,3,2024-06-02 13:52:22,Movie 9,43,F,Teacher,17317
493,58,4,2024-09-30 04:14:54,Movie 58,69,F,Other,34269
426,59,4,2024-11-14 16:04:01,Movie 59,19,M,Teacher,46788
108,93,5,2024-03-05 04:51:06,Movie 93,44,F,Doctor,12536
894,80,1,2024-04-25 21:18:01,Movie 80,21,F,Artist,62958
450,54,2,2024-04-27 14:29:44,Movie 54,58,M,Artist,37364
311,46,2,2024-04-09 21:02:51,Movie 46,37,F,Doctor,83795
739,22,3,2024-11-03 01:29:07,Movie 22,60,F,Student,32993
170,64,2,2024-03-14 07:57:13,Movie 64,30,M,Artist,20068
546,8,4,2024-11-24 03:20:57,Movie 8,30,F,Artist,25037
414,20,4,2024-07-02 03:52:12,Movie 20,33,F,Teacher,31123
251,51,1,2024-10-07 20:51:24,Movie 51,38,M,Other,78120
759,78,3,2024-03-31 08:36:32,Movie 78,29,F,Other,13438
781,39,2,2024-03-04 21:33:27,Movie 39,55,M,Engineer,64236
141,37,1,2024-07-28 10:47:31,Movie 37,40,M,Other,23268
274,50,5,2024-07-08 15:41:10,Movie 50,30,M,Artist,57604
416,34,5,2024-01-23 04:44:18,Movie 34,53,F,Doctor,90361
608,75,2,2024-07-09 21:57:30,Movie 75,63,M,Student,58554
739,33,2,2024-02-14 03:40:59,Movie 33,60,F,Student,32993
891,31,2,2024-11-03 13:28:40,Movie 31,56,F,Artist,85194
39,54,4,2024-03-26 16:43:58,Movie 54,19,M,Teacher,87358
814,44,2,2024-05-16 07:15:56,Movie 44,52,F,Teacher,29357
29,34,5,2024-12-09 19:33:56,Movie 34,44,F,Doctor,24349
958,71,2,2024-09-01 00:07:32,Movie 71,47,M,Other,79880
477,62,3,2024-12-08 09:08:34,Movie 62,21,M,Student,80274
318,23,5,2024-02-07 18:36:58,Movie 23,64,M,Doctor,18986
245,46,3,2024-06-13 01:58:32,Movie 46,45,F,Artist,11014
748,56,5,2024-12-03 20:13:22,Movie 56,41,M,Teacher,98717
697,7,1,2024-03-18 09:42:50,Movie 7,52,M,Engineer,98094
272,89,5,2024-01-30 11:40:40,Movie 89,26,M,Engineer,17897
440,61,5,2024-11-12 22:56:59,Movie 61,32,M,Engineer,67867
748,3,3,2024-05-06 12:11:55,Movie 3,41,M,Teacher,98717
239,38,3,2024-10-29 20:50:16,Movie 38,38,F,Other,84369
377,84,5,2024-02-20 03:47:39,Movie 84,58,M,Doctor,28242
266,34,5,2024-02-01 20:02:20,Movie 34,65,M,Student,64924
926,44,4,2024-02-19 22:18:59,Movie 44,26,F,Doctor,25479
921,30,1,2024-12-27 14:10:59,Movie 30,46,M,Other,23390
359,17,1,2024-05-20 00:05:32,Movie 17,46,F,Engineer,21928
340,59,2,2024-10-28 04:29:14,Movie 59,20,M,Other,85962
389,10,5,2024-06-10 23:08:09,Movie 10,48,M,Teacher,82188
577,99,5,2024-12-24 01:54:06,Movie 99,24,F,Student,69606
990,84,5,2024-07-15 14:38:20,Movie 84,28,M,Artist,31735
689,18,5,2024-08-23 00:11:08,Movie 18,22,F,Engineer,88315
3,45,1,2024-03-08 13:48:05,Movie 45,64,M,Engineer,54566
429,91,3,2024-04-04 18:56:08,Movie 91,41,F,Doctor,73010
142,59,4,2024-03-04 21:44:55,Movie 59,52,M,Artist,97226
376,62,3,2024-10-08 14:51:21,Movie 62,47,F,Student,11208
670,59,3,2024-04-03 08:39:01,Movie 59,59,F,Engineer,44209
324,49,1,2024-06-17 07:42:22,Movie 49,25,F,Other,69032
146,100,4,2024-02-14 20:07:24,Movie 100,58,F,Doctor,34834
958,63,5,2024-03-07 11:19:02,Movie 63,47,M,Other,79880
293,87,1,2024-03-31 18:23:10,Movie 87,47,M,Doctor,23478
665,32,1,2024-04-02 23:57:50,Movie 32,50,F,Teacher,93339
432,10,4,2024-04-27 10:34:29,Movie 10,54,F,Other,26729
705,11,2,2024-06-16 04:20:47,Movie 11,59,M,Student,24172
949,70,1,2024-01-16 16:06:10,Movie 70,36,F,Engineer,18507
975,62,3,2024-10-31 19:05:17,Movie 62,41,F,Student,62828
585,47,3,2024-06-03 21:02:53,Movie 47,59,F,Other,20226
399,34,5,2024-05-26 02:48:15,Movie 34,69,F,Artist,18572
817,100,1,2024-08-04 14:24:45,Movie 100,69,M,Doctor,27474
889,17,5,2024-01-29 11:59:56,Movie 17,60,M,Other,78642
344,54,1,2024-12-23 16:18:36,Movie 54,52,M,Doctor,35511
964,76,4,2024-02-23 21:34:48,Movie 76,37,M,Artist,85604
140,85,1,2024-09-12 15:37:23,Movie 85,61,M,Engineer,87465
187,40,2,2024-08-26 06:30:57,Movie 40,54,F,Other,77785
805,19,3,2024-03-19 01:20:08,Movie 19,62,F,Teacher,93117
61,67,4,2024-11-24 04:16:34,Movie 67,43,M,Artist,97303
997,82,3,2024-11-15 15:44:05,Movie 82,66,F,Engineer,88085
939,53,5,2024-07-09 02:29:56,Movie 53,18,M,Artist,13681
380,64,4,2024-10-14 18:32:45,Movie 64,44,M,Other,39795
710,83,2,2024-01-14 00:33:00,Movie 83,35,M,Engineer,83805
807,47,3,2024-05-02 00:14:38,Movie 47,67,M,Other,61489
440,6,1,2024-12-10 06:21:37,Movie 6,32,M,Engineer,67867
319,16,1,2024-11-20 12:25:20,Movie 16,64,F,Student,12066
302,72,1,2024-06-06 18:06:00,Movie 72,27,F,Other,36430
344,18,4,2024-07-20 01:06:26,Movie 18,52,M,Doctor,35511
11,52,2,2024-06-25 09:39:34,Movie 52,60,F,Student,77658
62,48,2,2024-05-13 13:08:56,Movie 48,46,F,Other,83006
845,43,2,2024-12-06 08:43:07,Movie 43,24,F,Artist,72635
226,39,3,2024-10-12 07:14:23,Movie 39,31,M,Engineer,48677
153,49,4,2024-09-17 20:54:49,Movie 49,43,F,Engineer,24840
711,12,1,2024-10-24 02:59:49,Movie 12,61,F,Other,86626
564,10,3,2024-09-21 02:04:23,Movie 10,41,F,Teacher,40278
772,71,2,2024-09-10 13:16:08,Movie 71,66,F,Student,57445
571,55,1,2024-10-11 03:39:14,Movie 55,53,M,Other,81899
584,1,4,2024-09-07 02:01:25,Movie 1,28,F,Doctor,10177
660,49,5,2024-09-02 01:11:32,Movie 49,43,M,Artist,37289
861,36,2,2024-11-17 04:49:10,Movie 36,49,M,Engineer,24444
575,21,2,2024-09-02 21:41:42,Movie 21,40,M,Artist,19448
310,37,2,2024-06-22 16:29:12,Movie 37,20,F,Engineer,18769
885,24,2,2024-12-08 08:37:20,Movie 24,58,F,Student,34802
243,55,1,2024-12-17 02:33:57,Movie 55,44,F,Other,87214
493,25,4,2024-11-25 01:41:19,Movie 25,69,F,Other,34269
366,7,3,2024-03-14 15:10:44,Movie 7,60,F,Artist,34591
330,81,1,2024-03-28 20:59:47,Movie 81,28,F,Other,89959
107,93,4,2024-06-28 20:19:05,Movie 93,61,F,Teacher,19027
226,94,3,2024-05-21 21:06:55,Movie 94,31,M,Engineer,48677
825,71,2,2024-05-10 19:52:26,Movie 71,46,F,Student,70424
218,97,4,2024-11-06 21:57:33,Movie 97,66,M,Teacher,35436
937,71,2,2024-01-12 11:17:52,Movie 71,68,F,Teacher,80224
753,24,4,2024-12-20 09:26:27,Movie 24,39,F,Engineer,21963
506,11,5,2024-10-20 00:08:09,Movie 11,29,M,Other,47958
259,73,2,2024-10-11 02:45:30,Movie 73,40,M,Artist,83905
888,12,2,2024-07-27 19:28:38,Movie 12,23,F,Engineer,51972
774,35,2,2024-05-02 04:28:15,Movie 35,41,F,Student,46698
517,63,1,2024-05-12 08:40:35,Movie 63,18,F,Artist,87632
773,68,3,2024-04-26 23:13:04,Movie 68,33,M,Doctor,99941
54,100,2,2024-03-05 23:32:48,Movie 100,48,F,Student,34189
47,92,2,2024-01-16 17:44:58,Movie 92,42,M,Other,31526
727,57,1,2024-11-13 21:05:45,Movie 57,40,F,Other,13338
689,13,1,2024-05-14 06:27:16,Movie 13,22,F,Engineer,88315
521,23,5,2024-01-30 18:24:06,Movie 23,40,F,Student,38242
99,83,4,2024-02-18 10:15:27,Movie 83,42,M,Doctor,71800
20,39,2,2024-12-10 05:07:36,Movie 39,20,M,Artist,77665
890,88,4,2024-05-11 00:50:15,Movie 88,22,M,Teacher,46704
753,80,1,2024-04-24 05:19:29,Movie 80,39,F,Engineer,21963
573,97,1,2024-04-14 20:09:12,Movie 97,35,M,Other,87568
891,12,5,2024-03-20 16:17:07,Movie 12,56,F,Artist,85194
490,34,3,2024-06-09 13:09:31,Movie 34,39,F,Engineer,66806
419,71,1,2024-08-18 08:24:25,Movie 71,55,F,Student,43226
690,75,2,2024-06-12 03:41:18,Movie 75,20,M,Student,24434
850,31,5,2024-03-18 05:32:58,Movie 31,43,F,Engineer,63184
62,93,3,2024-08-02 01:18:28,Movie 93,46,F,Other,83006
145,62,5,2024-07-16 09:30:34,Movie 62,59,F,Student,80050
216,13,1,2024-02-29 06:15:16,Movie 13,54,M,Other,88110
3,31,3,2024-07-08 08:53:55,Movie 31,64,M,Engineer,54566
160,2,4,2024-07-01 20:05:00,Movie 2,68,M,Teacher,25232
739,15,3,2024-12-17 14:32:53,Movie 15,60,F,Student,32993
998,57,2,2024-04-13 03:57:52,Movie 57,22,F,Engineer,22021
781,75,4,2024-03-15 12:06:09,Movie 75,55,M,Engineer,64236
120,34,4,2024-11-23 00:36:19,Movie 34,21,F,Artist,62513
893,68,2,2024-04-21 18:48:03,Movie 68,49,M,Artist,83997
89,75,4,2024-07-25 00:50:15,Movie 75,31,F,Student,70962
329,29,1,2024-12-03 22:04:08,Movie 29,50,M,Engineer,68852
580,66,3,2024-04-10 17:07:39,Movie 66,30,M,Doctor,30177
910,16,3,2024-07-18 04:59:31,Movie 16,57,M,Engineer,71295
357,39,2,2024-03-08 17:24:53,Movie 39,41,M,Doctor,83905
610,77,1,2024-05-10 22:10:43,Movie 77,61,M,Engineer,32861
267,37,4,2024-10-26 12:28:19,Movie 37,24,F,Engineer,58652
617,81,3,2024-04-08 04:07:23,Movie 81,26,M,Doctor,98581
952,21,3,2024-08-23 07:43:38,Movie 21,37,F,Teacher,68851
323,44,3,2024-02-25 01:31:39,Movie 44,54,F,Student,66112
635,19,3,2024-06-09 05:04:40,Movie 19,66,F,Doctor,28211
988,71,5,2024-07-04 00:55:40,Movie 71,68,M,Student,86716
541,8,2,2024-12-17 08:15:33,Movie 8,26,F,Engineer,28224
649,77,4,2024-10-14 14:23:57,Movie 77,49,M,Other,22891
195,66,4,2024-07-30 11:19:08,Movie 66,34,M,Doctor,69892
921,41,2,2024-10-24 23:24:08,Movie 41,46,M,Other,23390
738,75,1,2024-03-26 06:10:10,Movie 75,66,M,Artist,26395
332,88,2,2024-11-16 02:08:54,Movie 88,44,M,Artist,55536
170,70,3,2024-11-24 19:56:15,Movie 70,30,M,Artist,20068
521,61,3,2024-12-02 01:11:02,Movie 61,40,F,Student,38242
463,26,2,2024-02-18 15:18:24,Movie 26,44,F,Artist,19575
40,71,2,2024-06-06 18:19:54,Movie 71,61,M,Doctor,83890
537,83,4,2024-02-04 23:38:41,Movie 83,63,M,Other,34860
261,70,4,2024-11-22 21:14:44,Movie 70,46,F,Artist,36935
395,29,5,2024-01-02 06:06:47,Movie 29,67,M,Student,88417
955,66,5,2024-11-23 12:34:29,Movie 66,48,F,Student,71494
226,19,3,2024-12-07 08:18:05,Movie 19,31,M,Engineer,48677
984,68,5,2024-05-20 03:19:09,Movie 68,69,M,Doctor,92453
124,58,5,2024-08-28 23:40:44,Movie 58,46,F,Teacher,67908
975,70,1,2024-10-17 13:17:00,Movie 70,41,F,Student,62828
38,57,2,2024-03-06 22:49:19,Movie 57,59,F,Other,22620
328,37,4,2024-09-07 12:21:42,Movie 37,47,M,Doctor,52125
251,61,5,2024-06-08 05:34:38,Movie 61,38,M,Other,78120
901,92,4,2024-05-17 12:36:53,Movie 92,23,M,Doctor,31532
176,30,5,2024-04-13 07:08:24,Movie 30,30,M,Doctor,24251
602,71,5,2024-09-21 20:57:06,Movie 71,54,M,Teacher,70029
914,73,3,2024-08-25 04:54:21,Movie 73,48,F,Artist,12496
454,25,1,2024-09-25 07:19:24,Movie 25,47,F,Artist,93483
37,97,2,2024-02-01 22:48:44,Movie 97,34,F,Teacher,89742
316,65,2,2024-10-21 21:31:33,Movie 65,53,F,Student,55805
688,6,3,2024-05-14 11:47:18,Movie 6,46,M,Artist,97803
973,18,3,2024-02-04 08:22:28,Movie 18,66,M,Engineer,16826
796,10,2,2024-01-14 18:24:57,Movie 10,40,M,Teacher,67295
965,92,2,2024-05-27 15:09:16,Movie 92,67,F,Teacher,27909
973,11,1,2024-12-18 02:41:11,Movie 11,66,M,Engineer,16826
593,97,5,2024-03-19 07:15:19,Movie 97,42,F,Teacher,26175
114,65,1,2024-08-23 14:29:09,Movie 65,49,F,Doctor,90383
40,77,2,2024-11-04 11:19:46,Movie 77,61,M,Doctor,83890
301,84,5,2024-11-18 03:11:56,Movie 84,27,F,Engineer,61560
224,65,2,2024-03-08 21:36:35,Movie 65,38,F,Teacher,14509
318,52,1,2024-11-25 17:18:33,Movie 52,64,M,Doctor,18986
349,67,1,2024-11-19 02:57:35,Movie 67,47,M,Teacher,69459
115,82,1,2024-10-29 03:21:33,Movie 82,69,M,Artist,86788
698,78,5,2024-09-13 23:52:12,Movie 78,35,F,Artist,52711
323,31,4,2024-10-22 11:15:15,Movie 31,54,F,Student,66112
568,91,4,2024-05-26 10:10:37,Movie 91,62,M,Doctor,14794
40,17,2,2024-08-12 06:10:58,Movie 17,61,M,Doctor,83890
866,55,5,2024-10-15 19:39:21,Movie 55,36,M,Other,99871
40,93,3,2024-11-11 08:00:38,Movie 93,61,M,Doctor,83890
859,36,4,2024-08-17 17:51:00,Movie 36,47,M,Doctor,46091
973,26,5,2024-12-14 16:11:46,Movie 26,66,M,Engineer,16826
749,53,5,2024-05-17 09:42:45,Movie 53,55,M,Artist,31823
289,17,4,2024-09-17 10:25:31,Movie 17,45,M,Artist,83221
262,86,5,2024-03-28 06:45:41,Movie 86,55,M,Teacher,56721
216,25,5,2024-04-19 11:56:47,Movie 25,54,M,Other,88110
147,2,4,2024-12-06 19:07:01,Movie 2,59,M,Engineer,58308
336,86,1,2024-09-26 11:54:09,Movie 86,67,F,Doctor,34810
168,5,2,2024-08-28 17:17:16,Movie 5,55,M,Student,97891
92,4,3,2024-01-19 05:22:50,Movie 4,47,F,Student,97288
353,36,2,2024-09-09 10:15:05,Movie 36,61,M,Student,63976
571,6,1,2024-04-23 08:18:03,Movie 6,53,M,Other,81899
571,21,1,2024-08-03 21:32:38,Movie 21,53,M,Other,81899
816,77,5,2024-10-12 23:31:24,Movie 77,19,F,Artist,29549
681,89,2,2024-02-08 21:06:14,Movie 89,50,M,Other,18669
781,26,1,2024-09-06 23:33:29,Movie 26,55,M,Engineer,64236
363,55,2,2024-08-15 03:34:51,Movie 55,30,F,Artist,57812
557,39,1,2024-06-04 07:46:11,Movie 39,55,M,Artist,52675
345,84,3,2024-07-09 04:38:55,Movie 84,30,M,Doctor,68612
693,33,1,2024-09-03 14:57:25,Movie 33,23,F,Artist,47861
170,14,2,2024-12-01 13:23:31,Movie 14,30,M,Artist,20068
356,56,5,2024-12-23 06:40:47,Movie 56,68,F,Doctor,39658
191,100,2,2024-05-01 20:45:07,Movie 100,51,M,Student,98813
667,81,4,2024-11-05 22:51:49,Movie 81,53,M,Other,80246
422,21,2,2024-12-26 00:14:00,Movie 21,42,F,Engineer,59489
700,46,3,2024-12-09 23:41:15,Movie 46,68,F,Teacher,88191
7,16,3,2024-09-30 06:01:48,Movie 16,50,F,Student,20480
133,16,3,2024-05-01 15:41:18,Movie 16,65,M,Engineer,58008
747,84,1,2024-05-10 09:02:30,Movie 84,47,F,Doctor,23747
557,29,3,2024-02-16 17:04:49,Movie 29,55,M,Artist,52675
826,92,2,2024-04-18 15:10:05,Movie 92,63,F,Doctor,31320
761,8,5,2024-01-13 07:59:57,Movie 8,30,M,Student,46135
31,88,3,2024-06-12 04:16:36,Movie 88,59,F,Engineer,44728
535,3,2,2024-09-11 12:22:13,Movie 3,69,M,Other,88674
426,89,1,2024-10-18 19:53:59,Movie 89,19,M,Teacher,46788
394,19,1,2024-10-21 07:39:51,Movie 19,61,F,Artist,57867
672,97,5,2024-07-02 23:30:22,Movie 97,25,F,Teacher,76920
363,66,5,2024-05-26 16:17:54,Movie 66,30,F,Artist,57812
437,79,2,2024-06-18 17:22:48,Movie 79,45,M,Artist,94058
670,86,5,2024-05-20 16:24:37,Movie 86,59,F,Engineer,44209
551,74,5,2024-10-27 14:56:22,Movie 74,57,F,Student,44146
927,82,1,2024-03-28 07:58:16,Movie 82,28,F,Student,86719
82,22,2,2024-12-17 18:39:26,Movie 22,38,M,Other,34525
356,46,5,2024-09-12 07:28:45,Movie 46,68,F,Doctor,39658
258,91,2,2024-11-23 01:52:28,Movie 91,26,M,Teacher,66209
718,13,3,2024-06-07 08:55:50,Movie 13,57,M,Other,25097
589,33,1,2024-08-30 04:58:49,Movie 33,61,M,Other,89670
989,5,1,2024-05-08 21:38:16,Movie 5,69,F,Teacher,69572
524,90,1,2024-04-11 21:02:40,Movie 90,21,F,Teacher,69222
295,77,4,2024-07-13 12:53:32,Movie 77,46,F,Teacher,85553
962,27,2,2024-08-23 10:55:27,Movie 27,51,M,Artist,19048
224,78,3,2024-08-17 20:11:28,Movie 78,38,F,Teacher,14509
525,24,5,2024-09-18 03:00:02,Movie 24,69,F,Artist,97258
46,67,3,2024-07-06 01:05:48,Movie 67,58,M,Other,21271
667,63,2,2024-06-04 00:30:32,Movie 63,53,M,Other,80246
113,94,1,2024-01-21 03:51:28,Movie 94,24,M,Other,99642
233,99,4,2024-01-23 05:01:52,Movie 99,18,M,Student,14167
17,48,2,2024-03-25 12:45:24,Movie 48,42,M,Teacher,66896
360,63,2,2024-10-16 21:46:15,Movie 63,32,M,Teacher,44804
223,78,5,2024-02-23 19:22:57,Movie 78,20,F,Artist,73399
866,12,3,2024-10-19 09:25:55,Movie 12,36,M,Other,99871
700,28,3,2024-05-25 14:03:10,Movie 28,68,F,Teacher,88191
448,44,5,2024-11-19 11:29:57,Movie 44,26,F,Artist,27204
856,93,4,2024-08-05 15:07:42,Movie 93,50,F,Teacher,33318
365,43,1,2024-09-12 17:40:16,Movie 43,65,F,Engineer,52875
675,17,1,2024-05-20 08:35:58,Movie 17,49,F,Artist,11391
326,40,4,2024-11-28 07:39:31,Movie 40,40,F,Doctor,34104
467,49,5,2024-10-04 09:24:51,Movie 49,44,M,Doctor,97060
414,85,2,2024-02-13 08:54:16,Movie 85,33,F,Teacher,31123
455,57,3,2024-10-15 00:17:12,Movie 57,28,M,Teacher,39196
586,87,2,2024-04-13 13:19:17,Movie 87,55,F,Doctor,22231
233,84,3,2024-11-18 23:17:11,Movie 84,18,M,Student,14167
224,64,2,2024-02-21 18:15:55,Movie 64,38,F,Teacher,14509
994,75,5,2024-01-28 12:21:45,Movie 75,33,M,Student,85672
831,57,5,2024-02-14 16:27:31,Movie 57,34,F,Engineer,32365
412,98,4,2024-04-04 15:50:33,Movie 98,32,M,Student,90379
572,74,2,2024-04-13 08:52:07,Movie 74,68,F,Engineer,18079
